"","textoComentario","fechaComentario","tituloComentario","puntuacionComentario"
"216","Célebre herencia del Gran Arquitecto Gaudí... sus discípulos se encargan de terminarla, homenaje a nuestra devoción cristiana y sobre todo a la santa y sagrada familia.
Obra icono, referencia religiosa y turística de Barcelona.
Impresionante arquitectura!!!!","8 de septiembre de 2019","Precioso",1
"226","Majestuosa, creativa, detalles deslumbrantes. Hicimos un recorrido familiar y grandes y chicos disfrutamos de esta belleza arquitectónica. Hay que ir se pasas por Barcelona!!","6 de septiembre de 2019","Una maravilla arquitectónica imperdible ",1
"236","Cogimos un guía privado. Fue muy interesante y a pesar de estar más de dos horas dentro de la Sagrada Familia, te das cuenta que siempre te quedan cosas por ver.","5 de septiembre de 2019","Sagrada Familia",1
"246","La Basílica de la Sagrada Familia es original y única pese a estar inacabada. Desprende la espiritualidad de su arquitecto Antonio Gaudi, con unas soluciones arquitectónicas innovadoras y muy avanzadas para la fecha que se inicio su construcción que favorecen la entrada de la luz...Más","4 de septiembre de 2019","ORIGINAL Y EXCELENTE OBRA ARQUITECTONICA",1
"256","Es mejor sacar las entrades por Internet. Se ahorran colas. Es muy importante mirar hacia arriba, pero no os olvidéis de fijaros en las fachadas, a pie de calle. Estàs atentos a las explicaciones de éstas","4 de septiembre de 2019","Magnífica",1
"266","Una visita imprescindible si estás en Barcelona o alrededores. No es descriptible la belleza de la basílica, en estética y significado. No me permito valorar la obra, únicamente la experiencia, que es mágica.","3 de septiembre de 2019","Imprescindible",1
"276","Imprescindible si visitas barcelona¡¡¡. Dejando a parte posibles motivaciones religiosas, o de revindicaciones localistas, esta gran basílica, no te dejará indiferente. Seguro¡.. la experiencia de la luz del sol (la de media tarde es sobrecogedora¡¡¡) entrando por los inmensos ventanales te envolverá en una espiritualidad...Más","2 de septiembre de 2019","IMPRESCINDIBLE¡¡¡¡¡",1
"286","Quedé boca abierta. Una belleza. La audioguía me emocionó. Un lugar de encuentro de todas las culturas. Gaudí fuera de serie. Fui sin espectativas y me llevé una sorpresa enorme. Les recomiendo sacar entradas online  con tiempo. Es muy concurrida. Hay controles en la puerta...Más","30 de agosto de 2019","Majestuoso. ",1
"296","Espectacular, la luz, la magnificiencia...las explicaciones con la audio guia muy correctas. Quedarte extasiado durante toda la visita por los colores la luz, las columnas imponentes.","28 de agosto de 2019","Una Maravilla",1
"306","Impresionante!
Me ha gustado tanto que volveremos  en 2026 a verla terminada,Gaudí fue un genio,No te conformes con ver el edificio por fuera,si ya la fachada del crecimiento te parece hermosa(mi hija de tres años al pararse frente a ella se quedo con la boca...Más","26 de agosto de 2019","Impresionante por donde quiera que la mires! ",1
"316","Dicen que se acabará antes de finales de 2026. Pero también se dice que en cuanto se acabe no podrán cobrar los 17 € que cobran ahora para entrar a verla porque ya no habrá excusa de que aportas dinero para la construcción de la...Más","23 de agosto de 2019","Catedral sin igual",1
"326","No recomendaría pagar la entrada para visitarla ya que por dentro no hay mucho para observar, es fría sin mucha ornamentación, lo que sí recomiendo es mirarla por fuera y tratar de entender todas sus figuras ya que la diseñó un genio.","21 de agosto de 2019","No hay mucho para ver",1
"336","La visita requiere de sacar entradas con anticipación, pues las aglomeraciones son inmensas. Es relevante pensar que una construcción no deja de estar  vinvulada a su constructor: Gaudí.","19 de agosto de 2019","Visita Sagrada Familia",1
"346","La Sagrada Familia es lo primero que tienes que visitar cuando visites Barcelona,   una gran iglesia católica romana diseñada por el arquitecto Gaudí. Aun la iglesia está en construcción. 
Gaudí comenzó a construir esta iglesia en 1882 y dedicó sus últimos años únicamente a este...Más","16 de agosto de 2019","Impresionante!!",1
"356","Deben hacer su reserva online con mucha anticipación para entrar o a través de agencias de viajes o de turismo local, de otra manera no podrán entrar si no lo planean con anticipación. El costo y la espera valen la pena, busquen entrar con un...Más","14 de agosto de 2019","Indispensable entrar ",1
"366","Visitar la Sagrada Familia siempre es emocionante por los cambios que encuentras.  yo la había visitado en el 2011 y verla en esta oportunidad me llenó de emoción.  en esta oportunidad habían ya muchos vitrales colocados y la iluminación que producen son muy especiales para...Más","12 de agosto de 2019","Quién no se enamora de Gaudí?",1
"376","Nada más entrar el juego de luces que desprendían las vidrieras me dejó maravillada. Gaudí es un genio a nivel arquitectónico y en esta gran obra, deja claro que también lo es a nivel escultórico y en el diseño de interiores. 
Es un artista que...Más","10 de agosto de 2019","Auxilio, me desmayo",1
"386","Es la segunda ocasión que visitó este lugar y la verdad no deja uno de asombrarse con la visión de ingeniería que tuvo Gaudí, recomiendo ampliamente visitar este lugar. !!!!","8 de agosto de 2019","Un lugar extraordinario",1
"396","La Basílica es una pasada. Sin lugar a dudas, lo recomiendo al 100%. El guía, un chico llamado Marcell, es un artista de los pies a la cabeza, nos explicó cada detalle de la Basílica. Si podeis elegir guia, que sea con Marcell, el tío...Más","7 de agosto de 2019","Genial",1
"406","He venido años anteriores y El Progreso parece lento pero dicen que la van a terminar en pocos años. La parte terminada es hermosa. Recomendable venir temprano xq en épocas de calor es agobiante. Hay muchos bares cerca para comer y descansar.","7 de agosto de 2019","Fastuosa e incompleta. ",1
"416","Aunque no te gusten los museos, los monumentos, las visitas culturales; no te pierdas visitar La Sagrada familia, no hay otra cosa igual. No te decepcionará.","7 de agosto de 2019","No te puedes ir de este mundo sin verla",1
"426","Tal como me habian aconsejado es un lugar maravilloso, no solo por los detalles de arquitectura sino por la magia que hay en su interior. Imperdible!","6 de agosto de 2019","Impresionante",1
"436","Preciosa digna de perder una mañana.
Ver las maquetas que realitzo Gaudi.
La luminosidad y su bellesa la convierten en uno de los mejores monumentos del mundo.","6 de agosto de 2019","La sagrada Família Barcelona",1
"446","Fuimos el sábado a la Sagrada Familia y no me cansaba de mirarla es espectacular,me encantó.volveria a verla sin ninguna duda.es preciosa la mires  por donde la mires.","6 de agosto de 2019","Espectacular",1
"456","Una linda atracción de Barcelona, nos gusto mucho un tour muy enriquecedor en la parte cultural y espiritual.","3 de agosto de 2019","Muy impresionante",1
"466","Es un sitio de historia antigua , la obra llavar más de 50 años. El arquitecto lo desdeñado súper bien","31 de julio de 2019","Sagrada familia ",1
"476","Es imponente la basílica, todavía está en obra pero se puede apreciar las esculturas y el nivel de detalle de su estructura, realmente es impresionante. La entrada de 64 euros me parece excesiva, si bien es muy una obra magnífica me parece demasiado costosa comparada...Más","28 de julio de 2019","Impresionante!!!",1
"486","La basílica es realmente impresionante.  Necesaria es la visita con la audioguía para entender cada detalle del lugar.","27 de julio de 2019","Impresionante ",1
"496","Soy italiano y vivo en Barcelona. Aconsejo a todos los que vienen a Barcelona, no perderse la visita a la Sagrada Familia. Es extremadamente interesante. Lo mejor sin duda de Barcelona. En mi opinión la Sagrada Familia sera el monumento mas visitado al Mundo en...Más","23 de julio de 2019","El MUST de Barcelona",1
"506","Una iglesia impresionante que se basa en luz y forma. Les recomienda un tour con tiempo por que se acaban las entradas.","21 de julio de 2019","Impresionante ",1
"516","Soy de Barcelona, nací en Barcelona y hasta hoy (tengo 33 años) no había pisado la Sagrada Familia! Hoy he entendido porqué siempre hay tantos turistas y tantas colas. Es una visita indispensable. Es una joya arquitectónica, Gaudí era un genio, adelantado a su época....Más","19 de julio de 2019","Visita obligatoria",1
"526","La basílica de la sagrada familia es la más imponente y magnifica edificación que he visitado y espero poder regresar cuando esté completada","17 de julio de 2019","Espectacular",1
"536","No pude visitarla de día pero mereció la pena el paseo nocturno, donde evitas las bullas.
Le iluminación está claramente estudiada para destacar lo mejor de cada fachada.
Un regalo de la arquitectura cada detalle","15 de julio de 2019","Imagen nocturna",1
"546","Compre los tickets anticipadamente, funciono perfecto, muy organizado.
Maravillosa la visita a la Basilica. Estuvimos casi 3 horas, el museo tambien valio absolutamente la pena.","12 de julio de 2019","Excelente!! Imponente la Basilica y muy bien organizada la visita.",1
"556","Muy bonita Basilica, muy impresionante, es mejor ir con tiempo y pedir audioguia si se quieren conocer detalles de la Basilica. No pudimos ver el museo ya que nos vendieron tiquetes para las 7:30pm y cuando llegamos allí ya estaban cerrando.","11 de julio de 2019","Mejor con audioguia",1
"566","Representa los cambios tanto culturales como generacionales es cierto que para ciertos gustos no es del todo consecuente las esculturas de un lado y del otro pero al final queda la representación misma de la actualidad","9 de julio de 2019","Una gran obra",1
"576","Si se visita Barcelona es imprescindible visitar La Sagrada Familia, es un monumento magnífico. No solo por ser una obra de Gaudí ,sino por el trabajo que se está haciendo para acabarla.","7 de julio de 2019","Imprescindible",1
"586","No recomendable. Han de mejorar la calidad  de la comida y los postres son co helados y el puding que comi, que sólo lo probé, era incoloro , cambie el helado por un puding.","6 de julio de 2019","Comida a mediodia",1
"596","Un lugar inexplicable,  imposible de describir con palabras,  hay que verlo,  caminar por adentro, disfrutar cada lugar, ver el video ilustrativo, el cual te da un panorama amplio para entender los diferentes lugares de la iglesia. Una maravilla","3 de julio de 2019","Sagrada Familia",1
"606","Si vas a pasar unos días en bcn te recomiendo sacar la entrada con antelación (online) para no quedarte sin ver esa maravilla. Nosotros la cogimos allí y casi no quedaban ya. 100% recomendada la visita con audio guías, te explica de forma muy amena...Más","3 de julio de 2019","Visita obligada",1
"616","La he visitado 2 veces, la más reciente el lunes 10 de junio. El guía Carles fue excelente. Además de muy bien preparado nos llevo a través de las diferentes estaciones explicando los cambios que añadieron cada uno de los arquitectos que sucedieron a Gaudí.","2 de julio de 2019","Impresionante",1
"626","Me encantó su mejestuosidad. Es enorme, con innumerables detalles a cada cual más bonito. Su capilla, todas las torres son fantásticas.","2 de julio de 2019","Paseo",1
"636","Es verdad que después de tantos años que Gaudí no está, no puedes asegurar que sea fielmente su proyecto original, pero cada vez que lo vez impresiona más, con 5 torres en construcción a punto de ser las más altas, poder ver cada uno de...Más","2 de julio de 2019","Gaudí un genio",1
"646","Un lugar que nos encantó. Me gustaría volver cuando esté del todo terminada ( supuestamente dicen que será para el 2026). 
Es digno de ver. Muy recomendable","30 de junio de 2019","Precioso",1
"656","Impresionante por fuera y por dentro. Recomiendo ir con guía para explicar su historia y significado porque está llena de símbolos. Es increíble, hay que entrar.","27 de junio de 2019","Impresionante",1
"666","Impresionante obra arquitectónica, muy interesante para conocer. Quizás un poco alto el precio para acceder. La visita con la auto guia (recomendable para entender lo que se ve) dura una hora aproximadamente.","24 de junio de 2019","Impresionante obra de arquitectura",1
"676","Muy recomendable usar audio guia! Fabuloso! Fuimos el junio 2019 y la cola no ha sido tan larga, era mi sueño y lo he cumplido! Wow!","23 de junio de 2019","Impresionante! ",1
"686","No podes dejar de entrar si vas a Barcelona la más hermosa Iglesia que vi en mi vida!!
Original y loca a la vez que majestuosa no se puede creer lo que el hombre puede construir.","20 de junio de 2019","Maravillosa!!! ",1
"696","No soy creyente pero cuando entras sentis que algo especial vive ahi. Es impresionante y no te das una idea si no entras. Es algo que tenes que hacer.","17 de junio de 2019","Increible",1
"706","La obra de un  genio que cuidó cada detalle. La primera piedra fue colocada en 1882 y planea culminarse en 2026. 
Les recomiendo comprar las entradas por la página web. La entrada con Audioguía da libertad para recorrer la iglesia a su ritmo y escuchar...Más","15 de junio de 2019","Genial!",1
"716","La Iglesia de la Sagrada Familia es un centro de recogimiento espiritual de mucha influencia en los visitantes, es un lugar que incita al recogimiento. Además se puede observar la magnificencia arquitectónica, sin duda es un sitio de visita obligada para todo turista","13 de junio de 2019","IMPRESIONANTE DISEÑO Y CONSTRUCCION",1
"726","Muy buena experiencia en la visita y una muy buena ayuda a la interpretación de la misma con la audioguia.
La visita al interior de la Basilica es algo imprescindible para cualquiera que visite Barcelona, independientemente del cultro que profese, el interior de la Basilica...Más","10 de junio de 2019","excelente visita a la Basilica.",1
"736","¡ Espectacular! Lugar de visita ineludible. La arquitectura es una mezcla de estilos que resulta única.","9 de junio de 2019","Weekend Barcelona ",1
"746","A pesar de haber visto otras basílicas , ésta con su diseño modernista es impactante. No tiene nada que ver con las demás que hayan visto. Es de visita imprescindible si van a Barcelona","7 de junio de 2019","Espectacular",1
"756","Es una expresión artística increíble. Locura y creación.  Delirio y realidad. 
Naturaleza, vida, estética...
Por fuera,  la fachada de la creación sobre cargada en detalles bíblicos, la fachada de la pasión,  una muestra fuerte de entrega. El interior, sin palabras","6 de junio de 2019","Basilica de la sagrada familia  - imperdible ",1
"766","Pese a la cantidad de gente que la visita y que lo hicimos bajo una lluvia torrencial la experiencia fue muy enriquecedora","5 de junio de 2019","Impactante",1
"776","Estar dentro de la basílica es como entrar en un bosque encantado..los vitrales de colores .. de un lado tonos amarillos y naranjas y del otro verdes y azules hacen una escena cinematográfica segun se mueve el sol fuera ..las columnas y los techos parece...Más","5 de junio de 2019","Espectacular creación",1
"786","Maravillosa combinación de formas, luces y colores. Impactan las esculturas. Imperdible visita por esta obra todavía inconclusa","4 de junio de 2019","LA VISION DE GAUDI",1
"796","Me impactó cuando la vi mientras salia  del metro. Y aún más cuando ingrese. Las fotos no muestran nada a comparación a lo q uno ve personalmente. Es muy recomendable visitarla. Hacer el recorrido con audio guia y auriculares mejora la experiencia. Te hace ver...Más","4 de junio de 2019","Única ",1
"806","Si estás en Barcelona no te la podes perder.  Y además vale la pena pagar con guía para que vaya explicando. Lo que no pagaría es la subida a las torres, como sigue en construcción sólo se sube a una parte y no se puede...Más","2 de junio de 2019","No se puede perder",1
"816","Hermosa, impactante, soberbia, bellísima.
Es el faro que ilumina la ciudad con su presencia. Imperdible.","30 de mayo de 2019","La reina de Barcelona.",1
"826","No tuvimos la oportunidad de conocerla por dentro. Pero es una belleza por fuera , también encontrarán recuerdos para llevar y como tip si van varios días , desde el primer día compren boleto para poder conocer la sagrada familia por dentro ya que la...Más","28 de mayo de 2019","Visita rápida ",1
"836","Sin duda es un lugar mágico e impresionante, miles de iglesias por Europa y al final todas terminan siendo más o menos iguales.
La sagrada familia se sale del molde de lo convencional. 
Recomiendo ir un día soleado, la iglesia tiene muchos vitrales por dentro...Más","27 de mayo de 2019","Impresionante ",1
"846","Una obra magnífica digna de ser visitada y admirada.
Fuimos a la visita y estuvo perfecta!! Uno sale de allí maravillado. Realmente vale la pena, la audioguía es buena con muchos detalles y explicaciones que enriquecen la belleza de la basílica.
Al día próximo (domingo)...Más","25 de mayo de 2019","Magnífica!!",1
"856","Sin duda obra maestra imprescindible. Enorme cantidad de visitantes, a las 12:00 de la mañana ya no había entradas para ese día y eso que era lunes laborable. Planificar con antelación. Fácil comer en los alrededores.","22 de mayo de 2019","Masificado pero indispensable",1
"866","No hay palabras, es una obra de arte única, si ahora que aún no esta acabada no me puedo. imaginar como será cuando este acabada.","20 de mayo de 2019","Visitarla te hace pequeño",1
"876","Es impresionante  estar dentro es precioso cada rincón digno de ver y recuperate en los detalles hay que verla 🤗❤","18 de mayo de 2019","Una Maravilla",1
"886","Uno de los edificios más grandiosos que he podido disfrutar en mi vida. Además parece que hay un plan para acabarlo en unos pocos años ... ya descontamos los días para ver acabada esta obra del genio Gaudí","16 de mayo de 2019","Impresionante",1
"896","Recomendable sacar la entrada a traves del sitio oficial, ya que nos reintegraron lo abonado por el ascenso a la Torre que no se pudo hacer por lluvia, y nos hicieron la aclaración, entrada oficial se reintegra, por agencia NO. Indispensable sacar entrada para evitar...Más","12 de mayo de 2019","Muy bien",1
"906","Realmente sin palabras, fui al horario de la tardecita, para apreciar todo el efecto de luces cálidas. Lo que logró Gaudí es fascinante, como plasmó la naturaleza y la materializó en semejante obra. Tomé el tour sobre la Torre del Nacimiento, mi fachada favorita. Es...Más","11 de mayo de 2019","Un bosque impresionante! ",1
"916","Llevé a unos amigos que vinieron de vista a Barcelona, y hay que hacerles conocer lugares, tenía que llevarlos a la Sagrada Familia, uno de los lugares emblemáticos en la ciudad:);)","9 de mayo de 2019","Paseo con amigos...",1
"926","No hay suficientes palabras para describirla. Es bella, atractiva, elegante, impresionante, majestuosa...","8 de mayo de 2019","Majestuosa",1
"936","A pesar de no haber podido conseguir visita guiada, la visita con audioguia fue todo un éxito. Tengo experiencia en audioguias y ha sido, con diferencia, la mejor. Muy clara y muy bien narrada.
Por fuera la Sagrada Familia es monumental, pero nunca te imaginas...Más","7 de mayo de 2019","IMPRESIONANTE",1
"946","Nos acercamos a la sagrada familia y segun te acercas impresiona. Para mi gusto demasiada gente (como es natural en este tipo de atracciones). Decidimos no entrar para no esperar la cola de entrada. Eso si, hicimos una fotos muy bonitas desde los parques que...Más","7 de mayo de 2019","Muy bonita, pero mucha gente",1
"956","de todas maneras increíble, su arquitectura te deja boquiabierto.  No importa cuantas veces recorras cada rincón, siempre vas encontrando detalles distintos.  cuando estas adentro no tienes palabras para explicar, es hermosa","6 de mayo de 2019","increíble!",1
"966","La Sagrada Familia merece una visita desde todo punto de vista. La obra de Gaudi y sus discípulos y seguidores es una maravilla de arquitectura y diseño, única en el mundo.
No obstante, tiene varios handicaps:

- Alta ocupación (colas, masificación, etc...)
- Precio (32€...Más","5 de mayo de 2019","Estupenda, pero mucha gente",1
"976","lo malo es un poco cara la entrada 17 euros la mas barata, sin guia y sin torres y hay que esperar incluso con las entradas con cita, hay que comprarla con antelacion porque se agotan para el mismo dia","2 de mayo de 2019","espectacular",1
"986","Un viaje hacia el sueño de Gaudí y de quienes anhelamos alcanzar el infinito. Pese a que siempre hay mucha gente en la entrada, el acceso es fluido. Disponer un buen tiempo para recorrerla y no olvidar visitar la cripta que es la primera construcción...Más","29 de abril de 2019","Sobrecogedor",1
"996","Espectacular su belleza y la catequesis para un católico. Me maravilla la capacidad de Gaudí para saber plasmar lo que pensaba, sentía y creía.","27 de abril de 2019","Belleza y armonía",1
"1006","Impresionante lugar. Volveré en el 2026 a verla acabada porque tengo muchas ganas de ver acabado el sueño del gran Gaudí.","25 de abril de 2019","Impresionante",1
