"","textoComentario","fechaComentario","tituloComentario","puntuacionComentario"
"20","La mejor catedral que he visitado. Merece la pena hacer una visita por dentro hasta arriba y mirar toda la vista hacía el mar.","22 de octubre de 2019","La mejor catedral ",5
"22","El templo es impresionante, lo mejor es acceder a él, ya que el interior es mejor que el exterior. Merece la pena","21 de octubre de 2019","Lugar único",5
"23","Realmente recomiendo a todo el que viaje a Barcelona no perderse ir a la Sagrada Familia. Nosotros contratamos la visita guiada y fue excelente, hay cosas que si no te las explican no sabes que significan y es realmente deslumbrante. Para mí fue de lo...Más","21 de octubre de 2019","La mejor visita ",5
"24","Es de visita obligada. Realmente es impactante! Nosotros fuimos cerca de las 17 hs donde el sol ilumina la Basilica con colores impresionantes!","21 de octubre de 2019","Impresionante!!",5
"25","Me habian contado que era grande pero aun asi no me la esperaba tan grande. En medio de la ciudad, de viviendas y comercios hay un parque y detras está ésta maravilla.","21 de octubre de 2019","Grandiosa",5
"28","Espectacular sin más .es una visita obligada si vienes a barcelona.no puedes irte sin verlo ,muy recomendable.","20 de octubre de 2019","Digno de ver",5
"29","Hermosa. Muchisima gente a toda hora. Salida de metro en la puerta. No ingrese por la cantidad de gente pero te explican el detalle de todos los santos que participan en el diseño","20 de octubre de 2019","Sagrada Familia",5
"30","Me impresionó profunda y fundamentalmente su belleza arquitectónica.Además que su ubicación permite obtener fotografías desde diferentes ángulos.","20 de octubre de 2019","Sagrada Familia",5
"32","Simplemente Hermosa, pese a que sigue en construccion, la basilica es impresionante, si estas en Barcelona no debes dejar de ir y disfrutar esta belleza","19 de octubre de 2019","HERMOSA",5
"33","Una visita que vale la pena. Gaudí en su máxima expresión. Emocionante. 
Sugerencia visitarla con guía y habiendo sacado el ticket previamente. Vale la pena incluir el ascenso a una de las torres.","18 de octubre de 2019","Increíble, Imperdible",5
"34","la sagrada familia es simplemente im`ponente cada dia que paso enfrente de ella me quedo admirandola minimo 5 minutos me parece una joya arquitectonica muero por verla terminada","18 de octubre de 2019","impresionante!!",5
"35","Gaudi previo un edificio hermoso y dificil de construir, lleva mas de 130 años en obra ( desde 1882 ) y aun no esta terminada. Llena de andamios y gruas sigue siendo linda. 
La entrada 17 euros, para subir a las torres se eleva a...Más","17 de octubre de 2019","Hermosa pero un poco cara para ingresar",5
"38","La increíble disposición de las columnas, la luz que parece celestial, se siente realmente como diseñado por alguien con inspiración divina. Es realmente conmovedor.","16 de octubre de 2019","Conmovedor",5
"39","La verdad que el lugar y la gente muy cálida pero los puestos frente a la basílica dirigidos por unos turcos es lamentable que se manejen de esa forma intentaron estafar a mi señora con mi hijo escondiendo parte de la plata que ella le...Más","16 de octubre de 2019","Cuidado con los turcos que venden recuerdos!! ",5
"40","Es un magnífico ejemplo del arte Español. 

Es un templo diferente, original, despierto y sobre todo leal.","16 de octubre de 2019","La mejor catedral de España.",5
"42","Estuve tres veces en Barcelona, recién la tercera vez adquirí las entradas con anticipación, para el ingreso a las 11:00 AM. Recomiendo leer la historia de Gaudi y la historia de la Iglesia antes de ingresar, porque es toda otra experiencia. Recorri la iglesia con...Más","15 de octubre de 2019","IMPERDIBLE - Planificar el viaje a Barcelona asegurandose tener el ingreso asegurado a Sagrada Familia",5
"43","Tras un día repleto de edificios modernistas entramos a la Catedral de Gaudi. Sin palabras, muy recomendado","15 de octubre de 2019","Im-presionante",5
"44","Es una basílica bonita, sin embargo, es muy costoso ingresar. Es un ejemplo de cómo se hace comercio con la fe","15 de octubre de 2019","Bonita iglesia, pero no vale la pena ingresar",5
"45","Todo y ser de Barcelona no habia hecho la visita, despues de hacerla recomiendo a todo el mundo que tan pronto tengan la oportunidad la hagan. Experiencia muy positiva , llena de detalles, columnas únicas, etc, para resumir en una palabra: IMPRESIONANTE!!!","15 de octubre de 2019","Impresionante!!!!",5
"48","Obra magna de Gaudí. Solo la Sagrada Familia, justifica un viaje a Barcelona!!
Visitar esta iglesia es toda una experiencia artística. Vale la pena volver una y otra vez.","14 de octubre de 2019","Espectacular ",5
"49","Puedes estar o no en acuerdo con las aportaciones de escultores y arquitectos en la obra póstuma de Gaudí, pero el interior te acogerá en un bosque en las alturas donde la luz te atrapa para elevarte sin dejar de tener los pies en el...Más","14 de octubre de 2019","Imprescindible, no dejes de ir más de una vez y en todas las modalidades",5
"50","El lugar es mágico, sus fachadas impresionan.. una obra increíble de Gaudí; recomiendo comprar las entradas por internet y con tiempo ya que se agotan muy rápido, las nuestras fueron para las 7:00pm y a las 8 ya nos estaban sacando del lugar y nada...Más","13 de octubre de 2019","La obra cumbre de Gaudí 👌🏻",5
"52","este edificio esta muy promocionado y me decepciono por completo ya que de sagrada familia no tiene nada es un rebuscado de un tipo de arte nada clasico y para mi es muy mediocre no parece una iglesia mas bien un edificio cualquiera de  arte...Más","13 de octubre de 2019","no pare e una caterdral arte moderno no me gusto para nada un invento",5
"53","Cada vez que la visito, me impresiona más. Destaca su arquitectura y diseño. Increíblemente hermosa.","13 de octubre de 2019","Impresionante",5
"54","Excelente visita !!
Vale mucho la pena esta obra de Gaudí 
Recomiendo ampliamente el tour guiado con local tour 
Fue muy puntual y ameno y fue privado con un chico argentino que nos explico detalladamente lo que había que conocer","13 de octubre de 2019","Sagrada familia ",5
"55","Reservé entrada por Internet para agilizar la visita y estar segura del día y hora que entraría.
Me encontré con una nave central de dimensiones impresionantes, sujeta por un bosque de columnas inclinadas.
Gaudí vivió para esa obra. Era su pasión. No logró verla terminada....Más","12 de octubre de 2019","Imponente y bella",5
"58","Visita obligada en Barcelona, la sagrada familia es una obra excepcional. 
Imposible describirla, hay que verla y sentirla para entender la grandeza de Gaudí. La audioguía es fundamental y te permite recorrerla con libertad y a tu ritmo, vale la pena subir a las torres.","11 de octubre de 2019","Imperdible! ",5
"59","En lo personal me pareció una obra de arquitectura increible, pero no la vi como una iglesia. Ojala cuando vayan sea un dia soleado porque se puede apreciar mejor el interior y sus colores. Un genio Gaudi. Hice visita guiada.","11 de octubre de 2019","Majestuosa y extraña",5
"60","Un lugar muy hermoso y que no se debe dejar de visitar durante el viaje. Las áreas muy bien mantenidas.","11 de octubre de 2019","Viaje a Barcelona",5
"62","En el centro de Barcelona e icono de la ciudad. Resulta impresionante verse delante del templo, y el interior es ... indescriptible, Una visita que no te puedes perder.","11 de octubre de 2019","Impresionante",5
"63","Cada día pasó 2 a 3 veces al día, y nunca me canso de mirarla.
Es sublime, magestuosa, atractiva una belleza única y admirable.","10 de octubre de 2019","Es mi vista de cada día.",5
"64","Uno de nuestros objetivos al visitar Barcelona fue visitar este maravilloso monumento de la ciudad. Nada más íbamos acercándonos nuestras caras de sorpresa eran aún más expresivas. ¡INCREÍBLE!","10 de octubre de 2019","Una belleza para los ojos.",5
"65","Sin duda alguna la mayor obra de Gaudí, es simplemente extraordinaria, llena de detalles maravillosos que cautivan a cualquiera, independiente de la religión que profesen, es un lugar lleno de magia que te envuelve y transporta a lugares inimaginables.Desde el primer instante que ves esté...Más","10 de octubre de 2019","Majestuosa e impresionante obra de arte!!",5
"68","Mas allá de la religión que profese cada uno, esta obra es un espectáculo único en su estilo, ejecución y simbología. Gaudi quien la diseño solo pudo ver ejecutada una parte mínima de la obra que aun esta en construcción. Sugiero que lo hagan con...Más","10 de octubre de 2019","Majestuosa Obra de Gaudi",5
"69","Impresionante el interior el juego de luces ddclos cristales . InckmpRabke belleza , únicas columnas","9 de octubre de 2019","Visita a la degrad familia interior",5
"70","Visita corta pero suficiente para observar el trabajo que hay detrás de este monumento.
Precios altos pero por una visita podría merecer la pena.","9 de octubre de 2019","Espectacular",5
"72","En Barcelona tiene un grandioso patrimonio que sin lugar a dudas hace de esta una de las mejores ciudades del mundo. A destacar aunque hay grandísimos monumentos, historia etc es la Sagrada Familia, que a pesar de estar 3n construcción ( va para largo) es...Más","9 de octubre de 2019","Debe verse una vez en la vida",5
"73","debe ser una de los mejores lugares para visitar en Barcelona, monumento excepcional, que te atrapa, aunque sólo pude visitar una parte, porque fuimos un poco tarde, así que si piensan recorrerla toda, les recomiendo que vayan con tiempo ; hay muchísimos turistas, y cuesta...Más","9 de octubre de 2019","atracción",5
"74","Este verano fui a visitar la Sagrada Familia con unos familiares. La experiencia fue muy positiva, lo unico es que esabamos esperando mas de 2h para las entradas y la cola para entrar en el recinto. Demasiada gente, todos muy nerviosos y con poca paciencia....Más","9 de octubre de 2019","Visita en familia",5
"75","Construcción espectacular.
Parece que no avanza, pero cada vez que voy veo un adelanto bárbaro.
Te deja sin palabras.","9 de octubre de 2019","VISITA INCREÍBLE",5
"78","Arquitectura en estado puro para el disfrute de los sentidos.
Un lugar incomparable  y visita ineludible","9 de octubre de 2019","Gaudi visionario",5
"79","LA visita te permite contemplar no sólo la genialidad de Gaudí sino una descripción de buena parte del mundo católico. Me quedaron cortas las dos horas de recorrida. Luces,  y una arquitectura que toma a la naturaleza como modelo que no te permiten dejar de...Más","9 de octubre de 2019","Viaje al maravilloso mundo de Gaudí",5
"80","es una pena, los tiempos en que sacabas las entradas en el momento se acabaron. Estamos en una era super tecno, donde antes de empezar tu viaje ya recorriste todo online, hasta llegar al detalle de si rentaste un auto, donde estacionarlo. En un descuido...Más","9 de octubre de 2019","Entradas agotadas",5
"82","Mejor que la hubieran dejado por acabar.
Le van añadiendo "" pegotes"" me parece una chapuza. Si Gaudí lo pudiera ver, seguro que no le gustaría nada.
Me da pena verlo.
Además quieren hacer una escalinata,. Muchos vecinos tendrán que irse de sus casas....lo dicho,...Más","9 de octubre de 2019","Chapuza",5
"83","A mi parecer es necesario ir por su importancia pero considero que está sobrevalorada, prefiero adentrarme en el mundo de Gaudí en otra de sus obras","9 de octubre de 2019","Parada obligatoria",5
"84","Una visita con guía muy recomendable, amena para los niños y muy interesante para los adultos. Merece la pena la inversión. Posiblemente repetiría (con subida a las torres).","9 de octubre de 2019",".",5
"85","La mejor hora es las 15.30 16 hs  porque el sol que entra por los vitro hacen un efecto espectacular y distinto","9 de octubre de 2019","Imperdible",5
"88","He visitado muchos templos de muchas religiones, pero tan espectacular ,  he visto pocas su interior con sus columnas impresionante.","9 de octubre de 2019","espectacular",5
"89","Excelente Es un cirio hermoso, con una arquitectura fuera de este mundo. Muy creativo y vale la pena visitarla cada vez que se pueda. Felicitaciones","9 de octubre de 2019","Excelente",5
"90","Bueno, la visita a la Sagrada Familia es obligada si vienes a Barcelona. Es una basílica impresionante. Sí eres católico lo será aún más ya que puedes apreciar todo su simbolismo en nuestra fé y si eres de otra religión simplemente con admirar el edificio...Más","8 de octubre de 2019","Visita obligada ",5
"92","Visita obligatoria al venir a BCN. Sean cristianos o amantes de la arquitectura, les va a gustar!

Audioguia obligatoria.","8 de octubre de 2019","Imperdible",5
"93","Es un templo único y merece visitarlo, vale la pena informarse antes o disponer de la visita guiada en grupo o individual porque hay tanto simbolismo religioso y detalle artístico que si no se pierde.Curiosamente cambia mucho según la hora del día por la luz...Más","7 de octubre de 2019","Única",5
"94","El arte de Gaudí en su mayor expresión, visita imperdible en Barcelona, necesariamente hacerla con un guía para conocer mejor y en detalle mucho de lo que allí se expone","7 de octubre de 2019","Monumental",5
"95","No duden en visitar la sagrada familia es impresionante. Recomiendo totalmente pagar el audioguia es muy fácil de seguir y tiene mucha información, de otra manera no se lograría entender todo el significado de la obra y lo que Gaudí quiso representar. La subida a...Más","6 de octubre de 2019","Imperdible",5
"98","Me arrepiento no haber comprado las entradas por internet!!!!  cuando llegamos allí, estaba full de gente y no había entradas para toda la semana, no pudimos entrar. Recomiendo comprarlas con antelación, había demasiada gente, así que solo la vimos por fuera.","6 de octubre de 2019","Mucha gente",5
"99","Un monumento muy recomendable para turistas sobre todo,es muy recomendable ir a la sagrada familia!!","5 de octubre de 2019","Gaudi ",5
"100","Increíble. A pesar de la cantidad de gente por todos lados merece la pena pasar a verla por dentro. Nosotros elegimos la visita básica sin audio guía porque a los niños se les hace largo, pero se puede coger en todo momento.","4 de octubre de 2019","Preciosa",5
"102","Otra maravilla de España que rivaliza con la Alhambra  Impresionante su arquitectura
y Gaudí el arquitecto que la diseñó un genio  He ido cuatro veces a visitarla y cada vez veo cosas nuevas a medida que se va terminando Esta tan llena de símbolos y...Más","4 de octubre de 2019","MARAVILLOSA",5
"103","Un sitio impresionante,guapo y algo que en pocos sitios podras llegar a ver.
La pena es la cantidad de gente que hay y no poder disfrutar de un sitio tan unico","4 de octubre de 2019","sorprendente",5
"104","La obra en sí es fantástica y permite apreciar la genialidad y la profunda espiritualidad de Gaudí. El guía que nos acompañó, Giorgio, es simplemente fantástico y ayuda a ensimismarse con el espíritu de  Gaudí!!! 3,5 horas de visita guiada ... y nos quedamos cortos.","4 de octubre de 2019","Simplemente una experiencia maravillosa",5
"105","La Sagrada Familia es de lo más bonito e impresionante que he visto en arquitectura. Recomiendo comprar para evitar colas y con audio guía. Llegar con tiempo porque querrán tomar fotos desde fuera también.","4 de octubre de 2019","Hermoso",5
"108","Me gusto mucho la iglesia, muy bonita tanto por dentro como por fuera, es imponente desde el ingreso a la misma, la arquitectura es maravillosa si sos fanatico de la misma salís alucinado...","3 de octubre de 2019","Sagrada Familia",5
"109","Asi sea lo unico que visites en Barcelona, no dejes de ir. Admirar la obra de Gaudi es magico, tomarse el tiempo de la visita y admirar","3 de octubre de 2019","Magico",5
"110","La viista a La sagrada Familia es lo mejor de Barcelona. Simplemente espectacular, hermosa e impresionante! Vale la pena el tour guiado. Eso sí, compren tickets online con anticipación porque las colas no las recomiendo.","3 de octubre de 2019","LO MEJOR DE BARCELONA",5
"112","Aun no terminada la Sagrada Familia es el monumento icono de Barcelona, tiene alrededor de 80 años de construcción, del ingenio de arquitecto Gaudi, impresionante estructura, largas filas para comprar las entradas y largas filas para entrar, recomiendo comprar las entradas antes Online.","2 de octubre de 2019","Visita basilica BCN",5
"113","La Sagrada familia es una visita obligatoria del que llega a Barcelona,si es bella y monstruosa por fuera,por dentro es impresionante,los audio guías ayudan mucho a comprender la magnitud de esta colosal contrucción.","1 de octubre de 2019","Belleza.",5
"114","Impresionante iglesia en construcción desde hace mas de 100 años y que se supone se finalizará en 2026 para conmemorar el centenario de la muerte de Gaudí. 
Actualmente cuenta con 8 torres pero cuando esté finalizada contará con 18 torres según escuché en la audioguía...Más","1 de octubre de 2019","Monumental Obra de Arte",5
"115","Hermosa obra, que a pesar de todos los años que lleva en construcción, faltan muchas cosas. Vale la pena ir con tiempo, leer las características de los diferentes lados e imágenes.","30 de septiembre de 2019","Hermosa obra, reserva para entrar",5
"118","aunque el templo no esta acabado del todo es totalmente recomendable hacer la visita, pasear por fuera y ver las impresionantes torres, y por dentro todos sus detalles, es única y no os lo podéis perder.Cada rincón, cada columna, cada detalle del suelo es una...Más","30 de septiembre de 2019","Imprescindible  en Barcelona",5
"119","Con clarísimas marcas de su impronta naturalista, aquí se combinan los elementos clásicos de la arquitectura con el toque personal de Gaudí. Desde gárgolas representadas por moluscos, reptiles y anfibios, hasta tortugas que sostienen columnas. Un interior y exterior que, simplemente, impresionan.","30 de septiembre de 2019","Pieza maestra",5
"120","La Basílica de la Sagrada Familia, tal como está siendo construida, me parece una mona de pascua y una falta de respeto enorme a su arquitecto primigenio, el gran creador y arquitecto catalán , Antoni Gaudí. Deberían derribar todo lo construido posterior a Gaudí. Es...Más","29 de septiembre de 2019","Como degradar la obra de Antoni Gaudí por dinero",5
"122","No tiene comparación con otros monumentos o iglesias históricas. Es simplemente magnifico y vale la pena ir y quedarse un buen rato observando el interior.","29 de septiembre de 2019","Vale la pena ingresar",5
"123","Hermosa, monumental, inacabada, en construción, singular y repleta de turistas. No obstante, hay que visitar.","29 de septiembre de 2019","Visita obligada",5
"124","Es hermosa . Por algo es uno de los lugares mas visitados de Barcelona. La recomendación es que obtengan las entradas por internet para evitar las colas y la perdida de tiempo innecesaria.","29 de septiembre de 2019","Visita indispensable",5
"125","Sin duda es una de las mejores cosas para conocer en Barcelona. Recomiendo que si o si lo hagas con audio guía y que se tomen un buen tiempo para maravillarse dela obra de Gaudí y rezar","29 de septiembre de 2019","Admiración total",5
"128","Visitar Barcelona y no visitar la Sagrada Família es un error. Puede ser uno de los monumentos más impresionantes que he visto nunca, y eso que aún las obras no están terminadas al 100%. Sin duda merece la pena visitarla.","27 de septiembre de 2019","En una palabra IMPRESIONANTE",5
"129","Siendo no católico me ha emocionado la arquitectura del Lugar como también me ha encantado la manera en la cual Gaudí cuenta la historia de Jesús a través de sus esculturas lo recomendaría a cualquier persona de cualquier credo y de cualquier lugar del mundo","27 de septiembre de 2019","Emocionante ",5
"130","Visitar la Sagrada Familia es una visita obligada si pasás por Barcelona!!! 
Es una iglesia diferente a todas. Imponente. Luminosa. Todo pensado hasta el último detalle.... una belleza!!! Desde su fachada hasta su interior todo es imperdible!!!
Importante: si van pocos días asegurarse de sacar...Más","26 de septiembre de 2019","Increible!!",5
"132","La genialidad de Gaudí resulta increíble !.Desde la plaza de enfrente se puede observar con detenimiento cada una de las torres, las aberturas y cada rincón de esa estructura. La arquitectura de la Sagrada familia te deja sin Palabras, su interior, sus vitró y el...Más","26 de septiembre de 2019","Imponente Obra Arquitectonica",5
"133","Imposible perderse la visita a este lugar. Lleno de magia y encanto con un nivel de detalles que se aprecia a medida que uno se va acercando. La visita con audio guía es fundamental para entender la mística de este lugar y sus múltiples formas...Más","26 de septiembre de 2019","Muy acogedor y emotivo",5
"134","Poco nuevo se puede decir de este monumento....increible,majestuoso,etc
Hare hincapie en varios datos practicos.
-compre la entrada por la mañana por internet y entre a las 14:15,tanto la compra en si,como la organizacion una vez alli todo pèrfecto....25€
-la audioguia para mi imprescindible,te enteras de...Más","26 de septiembre de 2019","ESPECTACULAR,INTERESANTE",5
"135","Podria decir que es lo mejor que vi en mi vida en arquitectura, una obra maestra. recomiendo entrar y comprar la audioguia que esta economica, la audioguia te lleva al cielo con su explicación y musica. 100% recomendado de visitar por dentro.","25 de septiembre de 2019","Hermosa e impresionante",5
"138","Ir a Barcelona incluye inexorablemente la visita a esta obra de Gaudí, a la que otros escultores, arquitectos y personalidades han hecho ya su aporte. Muy interesante y muy diferente al concepto clásico de catedral que tenemos los católicos, pero sin dudas una obra única,...Más","24 de septiembre de 2019","Visita obligada",5
"139","Visita obligada en barcelona. Pero está muy masificado, es lógico. Un poco caro para la entrada básica. El trato de los miembros de seguridad nada correcto. Bien organizada la entrada y salida. Los tickets hay que comprarlos por internet si o si. No hay taquillas.","24 de septiembre de 2019","Espectacular pero muy caro y muy masificado.",5
"140","Resulta increible el genio de Gaudí. Es importante sentarse al frente, en la plaza, y ver con detenimiento cada una de las torres, las aberturas y cada rincón de esa imponente estructura nacida de la inspiración de un genio inimitable.","24 de septiembre de 2019","IMPONENTE",5
"142","Simplemente, no puedes irte de Barcelona sin verla, es única,  es una obra de arte.
Yo vivo a unos 45 kilómetros de Barcelona, y nunca la había visto por dentro...anímo a todo el mundo que si tiene la oportunidad,  la vea.","23 de septiembre de 2019","Única",5
"143","Todo lo espectacular y magna que parece esta obra de Gaudi por fuera. Por dentro es una basílica al uso de tamaño normal ... Impactan los colores y los detalles.","23 de septiembre de 2019","Me la imaginaba más grande.",5
"144","Hermosa por dentro y por fuera, pero más por dentro. Todo el que viaje a BCN debería visitarla, más allá de sus creencias religiosas.","23 de septiembre de 2019","Un imperdible de BCN",5
"145","En primer lugar tienes que comprar con tiempo por qué puedes correr con la mala suerte de llegar a comprar directamente y pues no hay lugar lo mejor es comprarlo
Por internet y ya llegas con cita y todo es más fácil la sagrada familia...Más","23 de septiembre de 2019","Sagrada familia ",5
"148","Uno de los sitios indispensables para conocer, recomiendo separar tour guiado por internet y estar 15 minutos antes para no tener problemas, las colas son muy largas. llevan una buena camara fotografica.","22 de septiembre de 2019","impresionante",5
"149","Increíble, hermosa, aun en construcción pero sigue siendo impresionante. Les recomiendo los tour que ofrecen, sin duda alguna es una inversión de la que jamás se arreepentiran","22 de septiembre de 2019","Una visita que no puede faltar ",5
"150","Una hermosa catedral católica que diseñó Antonio Gaudí y que algún día tendrán que terminar.
Por fuera es espectacular, alta, esbelta y elegante. Por dentro deja mucho que desear desde el momento en que te han cobrado una pasta, no se cuánto será ahora, pero...Más","22 de septiembre de 2019","Mejor por fuera. . .",5
"152","Tienen que verla pero con audio guía, esta increíble por dentro y por fuera ...definitivamente cautiva una obra de esta magnitud, toma unas
2horas poderla disfrutar toda,dense el tiempo de entender a Gaudi 
En la tarde se aprecia mucho la entrada del sol por los...Más","22 de septiembre de 2019","Sagrada Familia ",5
"153","En una sola palabra es “Impresionante”.
Es el icono de la ciudad. Si están de visita en Barcelona y no van a la Sagrada Familia es como si no hubieran ido a Barcelona. Es uno de los lugares más imponentes que he visto en mi...Más","22 de septiembre de 2019","Impresionante",5
"154","La visita guiada tiene poca información,  yo tuve un día antes un tour de Sandesman del modernismo por las obras de Gaudi  por fuera y fue donde aprendí y entendí mucho mas de esta gran obra","21 de septiembre de 2019","Falta que mejoren las visitas guiadas",5
"155","Interesante. Imperdible subir a alguna de las torres y disfrutar la vista de la ciudad. Vale la pena bajar y leer la historia en el museo que termina en la tienda.","21 de septiembre de 2019","Sagrada Familia",5
"158","Hemos venido a ver Barcelona con mucha ilusión, se suponía que este fin de semana era jornada de puertas abiertas y al llegar a la entrada, la chica de información muy amablemente nos explica que no, que las puertas abiertas son unas entradas que se...Más","21 de septiembre de 2019","Una pena",5
"159","Esta es la segunda vez que visito esta emblemática edificación y siempre hay mucha gente, te recomiendo si vas a visitarla por dentro mejor es hacer las reservaciones del tour guiado con anticipación para que no sufras en las largas fila de espera 
También le...Más","21 de septiembre de 2019","Vale la pena pero reserva su visita con anticipación ",5
"160","Buena organización para ingresar, sí o sí adquirir los tickets con anticipación. Vale la pena! Te toma mas o menos unas 3 horas, si sos aficionado a las fotos te va a demorar un poco más, hay muchos detalles! El museo también es super recomendable.","21 de septiembre de 2019","Emocionante",5
"162","Impresionante e imprescindible. Comprar los boletos en línea antes, ya que si no, casi es imposible entrar. Los domingos muy temprano se puede entrar gratis.","21 de septiembre de 2019","Impresionante ",5
"163","Fue exageradamente caro para algo que no creo que valga tanto. Es una visita de media hora. Personalmente no vale lo que pague por entrar.","20 de septiembre de 2019","exageradamente caro",5
"164","Es la soberbia, la maldad y el orgullo sin sentido hechos piedra. Si os fijáis bien, se nota.  Hecha para purgar los excesos esclavistas, templo expiatorio y por tanto debería ser solo financiado por limosnas de fieles, se ha convertido en el paradigma del mercantilismo....Más","20 de septiembre de 2019","Diabólica ",5
"165","Increíble 
Mucha gente calor 
Pero una obra increíble 
Mi buen visita guiada 
El tour callejero el rojo es lo mejor","19 de septiembre de 2019","Easd",5
"168","La Sagrada Familia es una de las maravillas del mundo, su interior es impresionante, pero, ¡Cuidado! Compren las entradas en la web oficial, no lo hagan en Tictactickets, porque como se descuiden, aparte de ser más caras, compran una distinta a la que quieren y...Más","19 de septiembre de 2019","¡Cuidado!",5
"169","Muy Buena experiencia, excelente el audio guía. 
Bastante gente la visita, pero es controlado el horario de ingreso .-","19 de septiembre de 2019","hermosa",5
"170","Llevo viviendo 20 años en Barcelona y nunca había entrado a la Sagrada Familia hasta este verano. Merece totalmente la pena, lo que se ve por fuera no tiene nada que ver con lo que ves dentro. Fuera es recargado , dentro es minimalista, limpio...increíble...Más","19 de septiembre de 2019","Una maravilla que no te puedes perder",5
"172","excelente. mucha gente de todos paises. mucho solo y calor en verano. se disfruta mucho si eres religioso visita vestido apropiadamente","18 de septiembre de 2019","ronda europa",5
"173","Una basilica diferente. Recomiendo especialmente a poder ser visitar con guia, pues esta llena
de curiosidades que si no te las cuentan insitu no las ves. Por dentro es espectacular.","18 de septiembre de 2019","Espectacular",5
"174","Hay que coger hora, a pesar de lo cual siempre hay muchas personas. A los hombres les hacen quitarse el sombrero pero a las mujeres no. Parece que es debido a la religión, pero sin duda es una norma sexista.","18 de septiembre de 2019","Excelente construcción, creativa y original.",5
"175","Es una obra de arte! Para mi, lo mejor de Barcelona, por donde la mires impresiona.
Queda como a 10 minutos de la Rambla en coche, hay paradas de taxis afuera y pasan los buses turísticos","17 de septiembre de 2019","Simplemente impresionante ",5
"178","No dejes de visitarla,por dentro y por fuera. Obra de Gaudí cargada de sentido.Podes llegar en metro o con los free tours. Vale la pena","17 de septiembre de 2019","Sublime",5
"179","vale la pena ir temprano para evitar colas.  nos impresionó el interior de la basilica y las vistas desde las torres .  estaba lleno de extranjeros venidos de todo el mundo con ganas de ver uno de los mejores templos delplaneta tierra.","17 de septiembre de 2019","imprescindible",5
"180","La Sagrada familia es imponente y la interpretación arquitectónica más  auténtica  de la fe católica, tan íntimamente relacionada con la naturaleza en cada uno de sus detalles. Tan sencilla y despojada del oro y de los materiales carísimos que siempre tienen las Iglesias. Me conmovió...Más","16 de septiembre de 2019","Un lugar increíble!!",5
