"","textoComentario","fechaComentario","tituloComentario","puntuacionComentario"
"257","Una maravilla, con su encanto por estar inacabada, lastima que dejara de ser Templo Expiatorio lo que le daba aún más encanto si cabe","4 de septiembre de 2019","EXCESIVA",4
"261","Preciosa, pero cuando acabarán ?,volveremos al año que viene.....pero muy buen,merece la pena visitarla porque es una maravilla.","3 de septiembre de 2019","Finde cultural",4
"267","Extraordinaria obra de arte. Vale la pena disfrutarla con luz natural atravesando sus vidrieras, es magnífico, excepcional.","3 de septiembre de 2019","Una obra maestra de muchas generaciones",4
"271","Este tuvimos por segunda vez la oportunidad de visitar la Sagrada Familia de Gaudí; aunque repetida la experiencia volvió a ser excepcional. El templo se presenta como algo totalmente distinto de las grandes catedrales europeas que,aún con diferencias son similaresLa obra de Gaudí es algo...Más","3 de septiembre de 2019","Un lugar excepcional; distinto de todo lo visto",4
"277","Tuvimos una excelente visita guiada en español con Jaume Andreu, quien compartió con el grupo mucho acerca de la basílica, su historia, sin escatimar detalles y atento a todas nuestras consultas. Resultó corta la visita! Podríamos haber seguido un buen rato más, escuchando todo lo...Más","1 de septiembre de 2019","Visita guiada a la sagrada familia",4
"281","Primero es muy interesante lo ordenados que son con el sistema de las entradas, es absolutamente necesario comprarlas antes para ingresar sin problema a la hora indicada y poder verla con calma y sin tanta gente. El exterior es imponente, desde donde la mires verás...Más","31 de agosto de 2019","Impresionante arquitectura, sobrecogedor interior",4
"287","Comprando la entrada previamente por internet, el ingreso es rápido luego de pasar el control de rigor. Sin dudas es mas linda por dentro que por fuera, aunque su tamaño hace que se vea desde muchos puntos de la ciudad.","29 de agosto de 2019","Vale la pena",4
"291","Obra principal de Antonio Gaudí, no debes visitar la ciudad condal sin verla. El proyecto de construcción lleva muchos años y están añadiendo más torres a la fachada. Recomiendo la visita guiada.","29 de agosto de 2019","Un must",4
"297","Es la segunda oportunidad que visito la Sagrada Familia; habiendo recorrido las grandes catedrales europeas, incluida Notre Dame previo al incendio, la obra de Gaudí maravilla por implicar un concepto nuevo, no visto en ninguna otra de las grandes catedrales que, con sus diferencias, sin...Más","28 de agosto de 2019","Experiencia maravillosa",4
"301","En la mañana de hoy hemos hecho una muy buena visita guiada. Buen resumen, interesantes explicación por parte de Pau. Una vision miy completa","27 de agosto de 2019","Muy buena la visita con Pau",4
"307","Con la genialidad de este hombre  en. Su época. Es difícil saber cómo. Pudo llegar a plasmar estas obras de artes tan imponentes.
Hoy en día sería un loco","25 de agosto de 2019","Un genio con pies de barro ",4
"311","Un edificio que impresiona nada más verlo. Obra maestra de Dalí, a la espera de su finalización , que esperemos que sea pronto.","24 de agosto de 2019","Maravilla",4
"317","Mucho más bonita en vivo de lo que había imaginado... Mucho detalle, ¡me ha sorprendido gratamente!.","23 de agosto de 2019","Preciosa",4
"321","A repetir. Es una obra que hay que visitar con diferentes luces, recorrer sus torres, edificios anexos, capilla debajo, exposición de muebles. y repetir siempre que se pueda","22 de agosto de 2019","Excelente, no olviden ver los demás recintos anexos",4
"327","Les recomiendo al menos la audio guía. Un tip pueden alquilar una y les dan unos audífonos lo que hace que compartas con otra persona y hacen el tour. Te ahorras 8 euros.","21 de agosto de 2019","Es una obra majestuosa",4
"331","Muy bien explicada por el guía bien detallista la visita duro muy poco quede con ganas demás ojo hay que esperar un poco para entrar","20 de agosto de 2019","La basílica impresionante ",4
"337","Desde la estructura hasta la forma de las paredes se nota lo señorial de su aspecto que se refleja en muchas iglesias virreinales de Sudamérica, muy hermosas  .","19 de agosto de 2019","Muy Bnto, muy Gótico",4
"341","Date una vuelta para conocerla, normalmente hay mucha gente visitando, así que te recomiendo ir temprano.","17 de agosto de 2019","Parada obligada",4
"347","Me parece que genial esta construcción única en el mundo. La Luz, sus formas y y su original diseño la hacen ser uno de los monumentos más importantes al menos de España","16 de agosto de 2019","Genial",4
"351","Es increíble, algo primordial en barcelona. Sin duda se debe coger con antelación e imposible perdersela.","15 de agosto de 2019","Increíble.",4
"357","Estar alli dentro fue mas de lo que me imaginaba.Es impresionante tanto por fuera como por dentro.Es una visita obligatoria.No dejes de observar cada detalle por dentro.Les recomiendo comprar la entrada con audio guia en la pagina oficial del La Sagrada Familia,asi ayudas a la...Más","14 de agosto de 2019","La gran obra maesra de Gaudi",4
"361","Mi opinión..... pues el precio creo que es excesivo, sobre todo para los catalanes que vivimos aqui, podrian hacer precio especial para las personas de Barcelona. otra pega las grandes colas para entrar, y recomiendo cojer las entradas por internet","14 de agosto de 2019","Esta quedando preciosa!",4
"367","Es una obra única y especial. Como otros, yo hubiera preferido dejar la obra como Gaudí la ideó. Dejar el templo inacabado. Però apesar de ello, el interior és un espectáculo que hay que ver. Mejor con guia o audioguia. Y, con visita a la...Más","12 de agosto de 2019","Imperdible",4
"371","Hemos visitado la Sagrada Familia ya con anterioridad y con cada reforma nos sigue sorprendiendo y gustando mas y mas. Un templo que sin duda hay que visitar:)","11 de agosto de 2019","Un templo inolvidable",4
"377","Impresionante por fuera pero principalmente hay que verla por dentro, el único problema es la cantidad de visitantes.","10 de agosto de 2019","Visita obligatoria en Barcelona",4
"381","No se puede estar en Barcelona y no ir. Visita obligada, reservar la entrada antes de ir. Añadir a la entrada extras como visita a las torres, no lo hicimos por falta de información y luego te arrepientes","9 de agosto de 2019","No va mas",4
"387","que mas se puede decir sobre ella. ya esta todo dicho. es la  Sagrada Familia , unica e imprescindible","8 de agosto de 2019","que mas se puede decir",4
"391","Fui por segunda vez a esta imponente Iglesia, llena de símbolos, de representaciones históricas y bíblicas . De una riqueza cultural y arquitectura inconmensurable . Todos quienes la visitamos construimos nuestra opinión , religiosos o no. Pero hay una sentido histórico  que merece ser conocido...Más","7 de agosto de 2019","Imperdible conocerla",4
"397","Muy bien organizados y cumplen con horarios. Para los peques es muy entretenido ya que es un regalo para la vista. No hay rincon en el cual no te quedes encantado. La visita a la torre no es lo mejor però si que es muy...Más","7 de agosto de 2019","Sagrada família",4
"401","Es una preciosidad, hay que visitarla seguro. Dejan entrar a demasiada gente y moverse por dentro es una odisea. Quizás a primera o última hora la cosa está mejor. El precio es desorbitado, sobre todo si se visitan varios edificios modernistas el mismo día, te...Más","7 de agosto de 2019","Merece la pena",4
"407","Con el genio que tenía el sabio Gaudí,  si viera cómo han destrozado su obra, sería capaz de destruirla toda. Ninguno de los arquitectos que ha seguido su obra, ha conseguido plasmar su genialidad y originalidad.  Se aprecia, sin ser un experto,  lo que hizo...Más","7 de agosto de 2019","Deberían dejarla sin acabar",4
"411","Cada vez que vengo esta peor 
Esto parece el vaticano o venecia
Si visita esta ciudad, por favor, No digas nada a tus colegas. 
Guárdalo como un secreto, hazme caso","7 de agosto de 2019","Invasion de turistas",4
"417","Demasiada gente para poder circular por fuera y por dentro de la Basílica. Muchas colas fuera. Parece más un parque de atracciones que una Basílica.","7 de agosto de 2019","Masificación",4
"421","Realmente es un momumento digno de visitar. Su espectacular arquitectura la hacen unica en el mundo.","7 de agosto de 2019","Espectacular",4
"427","Contratamos una aidioguia y nos encanto la visita 
Esta muy bien explicada y esta increíble todo 
Regresaría con gusto","6 de agosto de 2019","Increíble",4
"431","Más chinos que hormigón tiene la basílica. Ves muy temprano o a ultimisima hora, si no, tendrás que meter codos para poder hacer una foto decente","6 de agosto de 2019","Siempre lleno",4
"437","magnifica ocasión de conocer la obra de Gaudi ,se debe pedir la entrada y hora de visita por internet","6 de agosto de 2019","visita obligatoria en la visita a bcn",4
"441","Después de visitar lugares así, nos damos cuenta de que debemos viajar para aprender.. La basílica es una obra de Arte, ingeniería y avanzada a su tiempo..hasta los niños se quedan sin palabras. Me quito el sombrero","6 de agosto de 2019","Inmenso.",4
"447","Muy bonita pero muy explotado. Deberían cuidar un poco más los accesos. Por dentro es maravillosa y no puedes dejar de descubrir cosas!","6 de agosto de 2019","En pareja",4
"451","Hay que darse tiempo para observar con detalle la arquitectura de Gaudí, a veces difícil de entender. La parte interior me gustó más que el exterior. Muy iluminada con divinas columnas y con formas de la naturaleza. Se puede visitar su terraza q tiene magníficas...Más","5 de agosto de 2019","Muy especial",4
"457","Lo más espectacular que he visto en cuanto a iglesia o monumento. Es realmente una maravilla imperdible no sólo en Barcelona sino en España y Europa toda.","3 de agosto de 2019","Lo máximo ",4
"461","Una visita obligada en  Barcelona. La obra completa de Gaudí es muy interesante, pero esta iglesia impresiona por lo diferente y bien concebida. Hay que volver aver,a terminada el 2026.","1 de agosto de 2019","Impresionante!",4
"467","Independientemente de tema religioso es una obra monumental. Ir a mediodía con sol vertical, entra sol por los laterales, uno como una cortina azulada y otro de coñor rojizo/ anaranjado. Se puede subir a las torres. Altar bonito, distinto. Las fachadas me gusta la antigua,...Más","31 de julio de 2019","Excepcional",4
"471","Muy buen paseo!! Que grande Gaudí (una obviedad!!!) en fin, contratamos la audioguia y funcionó muy bien.👍 Una maravilla para los 👁!! 🥰","29 de julio de 2019","Hermosa!!",4
"477","Impresionante es la mejor palabra para describirla. Merece la pena hacer la visita con audio guía. Recomiendo hacer la reserva con tiempo y directamente con la Basilica todos los intermediarios cobran comisión y es la misma visita. Recomendable 100% entrar antes de la puesta de...Más","28 de julio de 2019","Lo mejor con diferencia de nuestra visita a Barcelona",4
"481","Fui concepto de viaje familiar y es muy bonita vale la pena. Llevamos niños pequeños y  la visita fue agradable. 
Si vas los días de misa, domingos 9 AM, la entrada es gratis tenes que estar 1 hora antes.","28 de julio de 2019","Muy linda",4
"487","Esta basilica es construida y remodelada con donaciones de los patrones. La Sagrada familia debe ser un unesco site por la belleza y significancia historial.","26 de julio de 2019","belleza espanola",4
"491","La Iglesia de la Sagrada Familia , la segunda iglesia mas visitada en el mudo , la primera es el Vaticano , Es toda una obra de arte ideada por el gran Gaudí quien le dio a la ciudad de Barcelona su estilo y buen...Más","25 de julio de 2019","Años de historia y todo un estilo",4
"497","Hemos visitado la Sagrada Flia un par de veces pero nada comparabale con tomar un guía que habla tu propio idioma y que no es un audio-guía .... sino que es un profesional que te cuenta y responde todo .. Y si tenés la suerte...Más","23 de julio de 2019","Visita Obligada y GUIADA!!",4
"501","La Basílica es una visita obligada y merece la pena asistir. La obra arquitectónica es impresionante y majestuosa.
Es recomendable tener una guía porque tiene muchos detalles que puedes omitir si no estás con alguien que sepa de su historia","23 de julio de 2019","Hermosa",4
"507","La llegada a la basílica y sus vístas fueron muy impresionantes tal cual esperaba con tanta fotografía que uno ve, pero lo que realmente me sorprendió fue la majestucidad , modernismo , diseño y atmósfera interior . El juego de iluminación y ambientes me conmovió...Más","21 de julio de 2019","Extraordinario lugar . De los más impresionante !",4
"511","Cada vez más bonito y arreglado. El interior es impresionante. Las columnas, los cristales con una luz divina. A ver sin falta.","20 de julio de 2019","Un sitio que se mejora cada año. A ver. Imprescindible en Barcelona",4
"517","Se passa por Barcelona no puede faltar la visita en la sacrata familia . Un lugar sensacional donde la arte de Gaudì se puede sentir en la piel .
Súper recomendado","19 de julio de 2019","Fantástico",4
"521","Es muy bonita contemplarla desde Afuera a pesar que colocaron unas cercas alrededor que la hace ver fea, me imagino que es por seguridad, es costosa la entrada, no la compre porque estaba agotada, hay que comprarlas por internet","18 de julio de 2019","LA JOYA DE GAUDI",4
"527","Aunque todavia no está terminada arquitectonicamente es fantastica sobre todo como juega la luz natural que entra por los vitroix. Imperdible","17 de julio de 2019","Una maravilla",4
"531","Es el ícono de Barcelona, con lo que está todo dicho. Hay que visitarla porque es distinta a todas las iglesias, al menos a las ""tradicionales"" que llevan siglos erigidas.Mi particular opinión es que después de ver ""infinitas"" iglesias en Roma, no vale la pena...Más","16 de julio de 2019","Imperdible (una obviedad)",4
"537","Llegamos a la Basílica como parte de un Tour, si bien no ingresamos, nos quedamos maravillados con esta majestuosa obra de arte con tantos años en construcción y tantos genios que han dejado su huella. 
No subimos a la torre xq había demasiada cola y...Más","15 de julio de 2019","Sagrada Familia",4
"541","Una belleza imponente. Digna de ver. Consejo, si quieren visitarla por dentro no dejen de sacar las entradas previamente por la web. Suelen cortar el ingreso y solo permitir que accedan los que tiene las entradas ya sacadas.","14 de julio de 2019","Deslumbrante",4
"547","Lo sé, mucha paciencia, para comprar los tickets, para entrar, te digo merece la pena todo el esfuerzo tanto económico como físico, te quedará una felicidad interior inmensa, INVIERTE en la VISITA GUIADA es la unica via de poder apreciar y conocer el origen y...Más","12 de julio de 2019","Es UNICA es MAGICA es PRECIOSA",4
"551","Es mejor comprar las entradas con tiempo y en la pagina oficial, la opción sagrada familia con torre y llevarlas impresas, es impresionante estar dentro y ver la magnitud de la obra, es una visita no solo para creyentes sino también por los amantes del...Más","12 de julio de 2019","Hay que ir",4
"557","Lugar obligado a visitar en barcelona, es mejor hacer reserva en línea, la maqueta muestra lo construido por Gaudí y lo amarillo se espera concluya en 2026 con el centenario de su muerte.","11 de julio de 2019","Impresionante",4
"561","Tuve la fortuna de poder visitarla. Lo más impactante son las gamas de colores dentro de la misma, con los efectos del sol. Impactante !!!","10 de julio de 2019","Una Basílica diferente",4
"567","Una obra grandiosa tanto por fuera como por dentro. Adquirimos las entradas por internet, y reservamos uno de los primeros horarios de la mañana, con lo cual la fila para ingresar fue corta. Hicimos la visita con audioguía y estuvo muy bien. Nos quedamos casi...Más","9 de julio de 2019","Magnífica! Una visita imprescindible!",4
"571","A veces se hace un poco pesado el ingreso, y puede que tengas que hacer alguna hora de espera para entrar, pero vale la pena! Es un hermoso lugar!
La arquitectura es fantástica.","9 de julio de 2019","Vale la pena!",4
"577","Imprescindible reservar por anticipado vía web.
No tan masificada como era de esperar, supungo que la dimensiones del edificio diluyen la avalancha de turistas. 
Muy bella, eso sobra decirlo. 
No recomiendo la visita a las torres, por lo menos a la del Nacimiento que a...Más","7 de julio de 2019","Visita obligada",4
"581","Gran edificio construido por el arquitecto Gaudí (podrás ver varias obras de él en toda la cuidad).
El edificio es impresionante en cuanto a inmensidad, tiene un diseño hermoso tanto por fuera como por dentro. 
Me imagino que para aquellos que sean religiosos gozarán también...Más","6 de julio de 2019","Edificio impresionante ",4
"587","Increíble, por fuera y por dentro, nosotros hicimos la visita guiada y vale mucho la pena, ya que hay demasiados simbolismos que igual y sin explicación no llegas a entender bien ...","6 de julio de 2019","Espectacular ! ",4
"591","s una experiencia que tienes que vivir, no importa cual sea tu creencia religiosa, gustos artísticos, edad... Gaudí sin duda era un GENIO y la Sagrada Familia es una obra de arte que no te puedes perder. 
Te recomiendo la audioguía para que puedas entender...Más","4 de julio de 2019","¡Impresionante! Es un MUST en el MUNDO",4
"597","Cada vez que voy a Barcelona hago la visita obligada a la Sagrada Familia. Siempre me sorprende con nuevas obras avanzadas o terminadas. Una joya de Gaudi. Recomiendo sacar entradas por la web eligiendo día y horario, suele haber mucha gente. Acceder a alguna de...Más","3 de julio de 2019","Cada vez más linda",4
"601","Fui con mi madre y una prima(pero la aplicación no me permite esa elección). El momento si bien no está acabado x fuera, de todasaneras es una maravilla arquitectónica de Antoni Gaudí. Es difícil encontrar entradas al ir al recibo, o tienes que disponer de...Más","3 de julio de 2019","Visita obligada al visitar Barcelona",4
"607","No hay palabras, espectacular, una obra maestra, sin duda no puedes visitar la ciudad y no parar para admirarla","3 de julio de 2019","Sagrada Familia Barcelona",4
"611","Pese a llevar nuestras entradas, por suerte en papel, ya que los que las llevaban en el móvil no podían entrar, se les habían roto los lectores, la cola fue desagradable. En el interior IMAGINACIÓN AL PODER. INCREIBLE. 
Pero aseguro, no lo recomiendo y no...Más","3 de julio de 2019","A TOPE DE TURISTA, NO VOLVERÉ",4
"617","Muy bonita pero yo no la acabaria era una obra de Gaudí y ahora no se parece en nada a los planos originales","2 de julio de 2019","Acabar la Sagrada Familia",4
"621","Sólo la habia visto por tv y ya me parecía impresionante
 Pero cuando estas dentro no hay palabras para describir tantas magnificencia.","2 de julio de 2019","Indescriptible",4
"627","Una gran obra ,tanto en el interior como el exterior son preciosos . Las vidrieras lo más espectacular.","2 de julio de 2019","Excelente",4
"631","Basílica única en el mundo, estilo muy peculiar. Hay que reservar la entrada con tiempo ya que solo hay accesos limitados.","2 de julio de 2019","Lugar imperdible en Barcelona",4
"637","Increible poder ver la gran sagrada familia en persona, fue una grata visita, recomiendo verla por dentro tambien.","1 de julio de 2019","Amazing",4
"641","Verla por afuera es algo impresionante. Y entrar es más maravillosa aún. Gaudí fue un maestro con una gran visión para proyectar esta enorme obra de arte. Ningún detalle fue librado al azar. Esta representada toda la Biblia en una iglesia. Si estas en Barcelona...Más","1 de julio de 2019","Maravillosa por dentro y fuera",4
"647","Es absolutamente fantástica y distinta del resto de iglesias del mundo. Junto a la catedral de Río de Janeiro son las iglesias más distintivas que he visitado en varios países. La audioguía es muy buena para entender los aspectos importantes. Las entradas se agotan rapido...Más","29 de junio de 2019","Fantástico! ",4
"651","aun cuando la siguien construyendo, es una joya de la arquitectura, sus vitrales son un espectaculo aparte. También son muy hermosos los pilares y los ornamentos exteriores.hay que coprar los tickets con mucha anticipación y prepararse para filas muy largas.","28 de junio de 2019","Una Maravilla",4
"657","es hermosa por donde la miren la verdad que no tengo nada para decir, es simplemente perfecta. No vale la pena pagar la audioguia de todas maneras, preferible ir sin","27 de junio de 2019","perfecta",4
